stock,Region1Name,Region2Name,Region3Name,Region4Name,pst_agg,juv_marine,juv_marine_updated
JOHNNY_TASHOOTS_CREEK,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
LITTLE_TAHLTAN,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
LITTLE_TAHLTAN_RIVER,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
L_TAHLTAN_R,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SHAKES_CR,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
SHAKES_CREEK,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
TAHLTAN_R,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
TAHLTAN_RIVER,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
TUYA_R,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
TUYA_RIVER,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
VERRETT,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
VERRETT_RIVER,Stikine,North/Central BC,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,NBC_SEAK
QUINSAM,NEVI,Upper Strait of Georgia,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
QUINSAM RIVER H,NEVI,Upper Strait of Georgia,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
QUINSAM_R,NEVI,Upper Strait of Georgia,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
QUINSAM_RIVER,NEVI,Upper Strait of Georgia,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
S-QUINSAM R,NEVI,Upper Strait of Georgia,North/Central BC,NBC,NBC_SEAK,NBC_SEAK,Central BC
APUKA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
AVACHA,Russia,Russia,Russia,Russia,Russia,Russia,Russia
BISTRAYA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
BOLSHAYA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
ICHA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
KAMCHATKA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
KARYMAY_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
KIKCHIK_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
KOL_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
PAHACHA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
PALANA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
PYMTA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
TIGIL_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
VOROVSKAJA_RIVER,Russia,Russia,Russia,Russia,Russia,Russia,Russia
BIG_BOULDER_C,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
BIG_BOULDER_CREEK,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
CHATANIKA_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
CHENA_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
DECEPTION CR 247-41,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
GISASA_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
GOODPASTER_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
HENSHAW_CREEK,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KANTISHNA_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KATEEL_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KING_SALMON,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KING_SALMON_R,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KING_SALMON_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KOYUKUK_RIVER_MID_FORK,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KOYUKUK_RIVER_SOUTH_FORK,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
NULATO_RIVER_NORTH_FORK,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
NULATO_RIVER_SOUTH_FORK,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
SALCHA_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
SITUK,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
SITUK_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
TAHINI,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
TAHINI_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
TEEDRAANJIK_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
UNUK,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
UNUK_RIVER,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
WHITMAN LAKE H,Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
BIG_BOULDER_CR,NSE_Alaska_Chilkat_R,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
TAHINI_R,NSE_Alaska_Chilkat_R,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KLUKSHU_R,N_Gulf_Coast_Alsek_R,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
SITUK_R,N_Gulf_Coast_Situk_R,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
CHICKALOON VILLAGE CIF,SSE_Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
CHICKAMIN,SSE_Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
CHICKAMIN_H,SSE_Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
CHICKAMIN_R,SSE_Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
CHICKAMIN_RIVER,SSE_Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
CRIPPLE_CR,SSE_Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KETA CREEK COMPLEX,SSE_Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KETA_R,SSE_Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KING_CR,SSE_Alaska,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
CRIPPLE_CREEK,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
DUDIDONTU,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
DUDIDONTU_RIVER,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
HACKETT_R,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
HACKETT_RIVER,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KOWATUA,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KOWATUA_CREEK,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
LITTLE_TATSAM,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
LITTLE_TATSAMENIE_RIVER,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
LITTLE_TRAPPER,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
NAHLIN,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
NAHLIN_RIVER,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
NAKINA,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
NAKINA_R,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
NAKINA_RIVER,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
TATSAMENIE,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
TATSAMENIE_(LAKE_OUTLET),Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
TATSAMENIE_LAKE_OUTLET,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
TSETA,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
TSETA_CREEK,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
YETH_CR,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
YETH_RIVER,Taku,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
KOWATUA_CR,Taku_R,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
NAHLIN_R_U,Taku_R,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
TATSATUA_CR,Taku_R,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
U_NAHLIN_R,Taku_R,Alaska South SE,Alaska South SE,SEAK,NBC_SEAK,NBC_SEAK,NBC_SEAK
BESSETTE,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BESSETTE_CR,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BESSETTE_CREEK,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BONAPARTE,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BONAPARTE_R,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BONAPARTE_RIVER,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
COLDWATER,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
COLDWATER_R,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
COLDWATER_RIVER,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
COLDWATER_RIVER-UPPER,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
DEADMAN,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
DEADMAN_RIVER,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
DUTEAU_CR,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
DUTEAU_CREEK,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
LOUIS,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
LOUIS_CREEK,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
NICOLA,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
NICOLA_RIVER,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
S-NICOLA R,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SPIUS,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SPIUS CREEK H,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SPIUS_CREEK,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SPIUS_CREEK-UPPER,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
U_COLDWAT_SP,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
U_SPIUS_SP,Fraser_Spring_4.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BAEZAEKO,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BAEZAEKO_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BAKER_CR,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BAKER_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BIG_SALMON_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BIRKENHEAD,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BIRKENHEAD_R,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BIRKENHEAD_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BLUE,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BLUECR_UPPITT,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BLUE_CR,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BLUE_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BLUE_CREEK_CA,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BLUE_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BONNEVILLE HATCHERY,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BONNEVILLE_HATCHERY,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BOWRON,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BOWRON_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BRENNER HATCHERY,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BRIDGE,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BRIDGE_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CARIBOO_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CARIBOO_RIVER-UPPER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CHILAKO,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CHILAKO_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CHILCOTIN_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CHILCOTIN_RIVER-LOWER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CHILCOTIN_RIVER-UPPER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
COTTONWOOD,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
COTTONWOOD_RIVER_LOWER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
DOME,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
DOME_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
EAGLE,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
EAGLE_R,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
EAGLE_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
ENDAKO,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
ENDAKO_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
FINN,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
FINN_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
FONTONIKO,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
FONTONIKO_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
GOAT,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
GOAT_CR,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
GOAT_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
GOAT_CREEK(Alsek),Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
GOAT_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
HOLLIDAY_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
HOLMES,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
HOLMES_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
HORSEFLY,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
HORSEFLY_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
HORSEY,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
HORSEY_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
INDIANPOINT,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
INDIANPOINT_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
JAMES,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
JAMES_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
KENNETH_CR,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
KENNETH_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
LITTLE_SALMON_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
L_CHILCOTI,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
MCGREGOR,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
MCGREGOR_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
MCKINLEY_CR,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
MORKILL,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
MORKILL_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
NAZKO,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
NAZKO_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
NECHAKO,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
NEVIN_CR,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
NEVIN_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
PITT_RIVER-UPPER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
PTARMIGAN,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
PTARMIGAN_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SALMON@PG,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SALMON_CR,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SALMON_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SALMON_RIVER(THOM),Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SALMON_RIVER(Thom),Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SALMON_RIVER_CR_EAST_FORK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SALMON_RIVER_SOTH,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SAMPSON_CR,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SEYMOUR@THOMP,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SEYMOUR_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SEYMOUR_R_JNST,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SLIM,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SLIM_C,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SLIM_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SWIFT,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SWIFT_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
TASEKO,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
TETE_JAUNE,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
THORSEN_CR_CCST,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
TORPY,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
TORPY_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
UPPER_BIRKENHEAD_R,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
UPPER_PITT,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
U_CARIBOO,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
U_CHILCOTIN,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
WALKER_CREEK,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
