"stock","Region1Name","Region2Name","Region3Name","Region4Name","pst_agg"
"FORKS_CREEK_HATCHERY","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"HOH_R","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"HOH_RIVER","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"HOH_RIVER_SP_S","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"HOKO FALLS HATCHERY","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"HOKO_H_FA","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"HUMPTULIPS R 22.0004","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"HUMPTULIPS_H","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"KILCHIS_R","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"LONESOME CR HATCHERY","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"MAKAH NFH ON TSOO-YESS R","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"MAKAH_H","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"NASELLE HATCHERY","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"NASELLE R    24.0543","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"NEMAH HATCHERY","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"NEMAH R      24.0460","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"QUEETS","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"QUEETS R     21.0016","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"QUEETS_R","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"QUEETS_RIVER","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"QUILAYUTE_R","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"QUILLAYUTE R 20.0096","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"QUINAULT LK   (21)","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"QUINAULT LK HATCHERY","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"QUINAULT NFH -COOK C","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"QUINAULT R   21.0398","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"QUINAULT_F","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"QUINAULT_RIVER","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"S-CHEHALIS R","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"SALMON R FISH CULTUR","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"SATSOP R     22.0360","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"SOL DUC R   20.0096","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"SOL_DUC_H","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"SOL_DUC_RIVER","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"SOLDUC HATCHERY","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"SOLDUC_F","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"TSOO-YESS R      20.0015","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"VAN WINKLE C 22.0240","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"WILLAPA R    24.0251","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"WILLAPA_CR","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"YAQUINA_R","Washington_Coast","Washington Coast/Juan de Fuca","Washington Coast","CoastUS","WACST"
"ABERNATHY CR 25.0297","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"ABERNATHY_CR_FA","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"ABERNATHY_F","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"ABERNATHY_NFH_F","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"ABERNATHY_RIVER","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"BIG CR HATCHERY","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"BIG_CR","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"BIG_CR_H_COL","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"COLUMBIA R TULES","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"COWEEMAN","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"COWEEMAN_R_FA","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"COWLITZ R -LOWER","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"COWLITZ R -UPPER","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"COWLITZ R    26.0002","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"COWLITZ R @ MAYFIELD","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"COWLITZ SALMON HATCHERY","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"COWLITZ_H_FA","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"ELOCHOMAN R  25.0236","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"ELOCHOMAN_R_FA","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"FALLERT CR HATCHERY","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"KALAMA CR HATCHERY","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"KALAMA FALLS HATCHERY","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"KALAMA_H_SP","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"KLASKANINE HATCHERY","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"LEWIS_R_F","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"LEWIS_R_LSU","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"LEWIS_R_SU","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"NORTH TOUTLE HATCHERY","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"SANDY","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"SANDY COVE SEAPEN","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"SANDY HATCHERY","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"SANDY HATCHERY (SANDY R)","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"SANDY_R","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"SANDY_RIVER","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"TANNER CR (BNVILLE)","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"WASHOUGAL HATCHERY","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"WASHOUGAL R  28.0159","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"WASHOUGAL_R_FA","L_Columbia_R_fa","Fall Cowlitz/Willamette","Columbia","ColR","CR-lower_fa"
"BONNEVILLE LADDER","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"CLACKAMAS R EARLY","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"CLACKAMAS_N","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"CLACKAMAS_RIVER","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"MCKENZIE HATCHERY","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"MCKENZIE_H","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"MID WILLAMETTE R","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"N_SANTIAM_H","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"NORTH_SANTIAM","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"SANTIAM R N FK","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"SANTIAM R S FK","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"SANTIAM_RIVER_NORTH","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"WILLAMETTE HATCHERY","Willamette_R","Fall Cowlitz/Willamette","Columbia","ColR","CR-upper_sp"
"ELOCHOMAN_H","Mid_Columbia_R_tule","Mid-Columbia Brights/Upriver Brights","Columbia","ColR","CR-lower_fa"
"SPRING CR NFH","Mid_Columbia_R_tule","Mid-Columbia Brights/Upriver Brights","Columbia","ColR","CR-lower_fa"
"SPRING_CR_COL","Mid_Columbia_R_tule","Mid-Columbia Brights/Upriver Brights","Columbia","ColR","CR-lower_fa"
"SPRING_CR_H","Mid_Columbia_R_tule","Mid-Columbia Brights/Upriver Brights","Columbia","ColR","CR-lower_fa"
"SPRING_CREEK_HATCHERY","Mid_Columbia_R_tule","Mid-Columbia Brights/Upriver Brights","Columbia","ColR","CR-lower_fa"
"COWEEMAN R   26.0003","L_Columbia_R_sp","Spring Cowlitz","Columbia","ColR","CR-lower_sp"
"COWLITZ_H_SP","L_Columbia_R_sp","Spring Cowlitz","Columbia","ColR","CR-lower_sp"
"COWLITZ_HATCHERY_SPRING","L_Columbia_R_sp","Spring Cowlitz","Columbia","ColR","CR-lower_sp"
"KALAMA R     27.0002","L_Columbia_R_sp","Spring Cowlitz","Columbia","ColR","CR-lower_sp"
"LEWIS R -NF  27.0168","L_Columbia_R_sp","Spring Cowlitz","Columbia","ColR","CR-lower_sp"
"LEWIS R      27.0168","L_Columbia_R_sp","Spring Cowlitz","Columbia","ColR","CR-lower_sp"
"LEWIS RIVER HATCHERY","L_Columbia_R_sp","Spring Cowlitz","Columbia","ColR","CR-lower_sp"
"LEWIS_H_SP","L_Columbia_R_sp","Spring Cowlitz","Columbia","ColR","CR-lower_sp"
"SPRING CR    29.0159","L_Columbia_R_sp","Spring Cowlitz","Columbia","ColR","CR-lower_sp"
"TOUTLE R     26.0227","L_Columbia_R_sp","Spring Cowlitz","Columbia","ColR","CR-lower_sp"
"BONNEVILLE POOL","U_Columbia_R_fa","Up-Columbia S-F","Columbia","ColR","CR-upper_su/fa"
"DESCHUTES-F","U_Columbia_R_fa","Up-Columbia S-F","Columbia","ColR","CR-upper_su/fa"
"DESCHUTES R","U_Columbia_R_fa","Up-Columbia S-F","Columbia","ColR","CR-upper_su/fa"
"DESCHUTES_RIVER","U_Columbia_R_fa","Up-Columbia S-F","Columbia","ColR","CR-upper_su/fa"
"HANFORD REACH   (36)","U_Columbia_R_fa","Up-Columbia S-F","Columbia","ColR","CR-upper_su/fa"
"HANFORD REACH STOCK","U_Columbia_R_fa","Up-Columbia S-F","Columbia","ColR","CR-upper_su/fa"
"HANFORD_REACH","U_Columbia_R_fa","Up-Columbia S-F","Columbia","ColR","CR-upper_su/fa"
"HANFORD_REACH_","U_Columbia_R_fa","Up-Columbia S-F","Columbia","ColR","CR-upper_su/fa"
"HOOD R","U_Columbia_R_fa","Up-Columbia S-F","Columbia","ColR","CR-upper_su/fa"
"KLICKITAT HATCHERY (YKFP)","U_Columbia_R_fa","Up-Columbia S-F","Columbia","ColR","CR-upper_su/fa"
